sample_id,model_1,model_2,model_3,model_4,model_5,model_6,description
sample_001,0.534055371406678,0.52261181312098,0.5352768007802684,0.5353493492364738,0.4912878333518494,0.526108383389335,description of sample_001
sample_002,0.617591176485205,0.465221515971805,0.5828953085384988,0.5734081253857447,0.5477273934835524,0.57288187979071,description of sample_002
sample_003,0.635857197083766,0.449597120719487,0.576927982298888,0.5757052962396467,0.53489010755328,0.554429082376407,description of sample_003
sample_004,0.608968191186953,0.524478996965577,0.5990203327696658,0.6013583343807624,0.5112114374321569,0.565524156675139,description of sample_004
sample_005,0.557917558526198,0.5723745165708,0.5442198043782027,0.5485616054178869,0.4828361669003905,0.534734608317163,description of sample_005
sample_006,0.53642953071329,0.573862991227796,0.5897151971922039,0.5865205223813553,0.5560151144265815,0.570883084509685,description of sample_006
sample_007,0.576571465371853,0.536392246999648,0.5752991935722211,0.5743144338619203,0.4881837558388517,0.551579233187011,description of sample_007
sample_008,0.596150662452485,0.560582706036476,0.5940324628574485,0.5954894489386447,0.4980713245938722,0.547581226403471,description of sample_008
sample_009,0.545466954566651,0.494820031859949,0.5732642439020836,0.5715647978962453,0.47807810993259,0.54553431708708,description of sample_009
sample_010,0.599000948629213,0.520328135452431,0.5690272173696115,0.5695478570659033,0.4822856440278212,0.554752394839718,description of sample_010
sample_011,0.563899428563727,0.562599612092554,0.5602531464539121,0.5601487140239814,0.4895300147549135,0.547861145295122,description of sample_011
sample_012,0.600668202138194,0.525468120799787,0.6087630638903053,0.6062586827306341,0.4857666720763245,0.559225047647525,description of sample_012
sample_013,0.541563524529341,0.528063140778829,0.5659018576206537,0.5697113595837193,0.5276682456269525,0.553947126152559,description of sample_013
sample_014,0.603880378234515,0.485599523677915,0.6055268828799327,0.6042077902185697,0.5528258429945595,0.576492816319326,description of sample_014
sample_015,0.551014648507963,0.512630688990701,0.5463342996851719,0.5467581751721029,0.5105478451782861,0.540848445122167,description of sample_015
sample_016,0.558928466981516,0.485999325320686,0.5872296057290952,0.5858102235152868,0.4562245707513734,0.575525241984363,description of sample_016
sample_017,0.567825552700793,0.51572185381843,0.5564015617432644,0.5650539701256216,0.4828220280118985,0.549288443426822,description of sample_017
sample_018,0.540907997613085,0.541453537679693,0.5740802344557471,0.5743908924735787,0.4874619197507357,0.541551502872092,description of sample_018
sample_019,0.501696169786887,0.487785709227373,0.548012765401988,0.5487591727634629,0.4898840058633947,0.524216124390978,description of sample_019
sample_020,0.557040418299421,0.489547518967394,0.5663581268864013,0.5663095256738916,0.5295337677714226,0.553106792105348,description of sample_020
sample_021,0.538904972778926,0.516792214102884,0.5397849993240409,0.5405599097610865,0.5267471693350643,0.534387684882466,description of sample_021
sample_022,0.585228053260457,0.511606857494892,0.6267721634945146,0.6246550557737466,0.4593984676649417,0.575776951193591,description of sample_022
sample_023,0.599445136077079,0.494730205023641,0.5675286938960526,0.5679902512542561,0.4976648992255835,0.5357022346988,description of sample_023
sample_024,0.587591920992931,0.471471249117358,0.5575339001969752,0.558149291377632,0.5146141298329309,0.537788350349518,description of sample_024
sample_025,0.557992063139526,0.505675327165004,0.5397366018063707,0.5397637957654363,0.494010880766554,0.521712123032325,description of sample_025
sample_026,0.531914763015834,0.528060113292323,0.5281621045717646,0.5278289212603602,0.5149048071427458,0.52096541510735,description of sample_026
sample_027,0.695944914753557,0.517571851309253,0.651431230267247,0.6522112891942594,0.4722938838833274,0.585601719101844,description of sample_027
sample_028,0.586471497601827,0.521153867844981,0.6230831231465573,0.6679871551382327,0.4156202213619234,0.63448996145173,description of sample_028
sample_029,0.552239534260113,0.511626424266804,0.5910748390494267,0.5886808836099429,0.4844563601093519,0.588708330895658,description of sample_029
sample_030,0.54250444156609,0.517020997972916,0.5454656825983978,0.5451605529932165,0.508890475827594,0.536508800207413,description of sample_030
sample_031,0.55186095964262,0.50620110022987,0.550216957247686,0.5490605897679914,0.4932496197934726,0.529334841035685,description of sample_031
sample_032,0.516840342944795,0.5344647248104,0.5745017745476276,0.5760943081622737,0.4996444698815867,0.57171192863832,description of sample_032
sample_033,0.532924292416922,0.518830462949477,0.542891819789582,0.5426517254822459,0.4881121411183262,0.527526044076145,description of sample_033
sample_034,0.5231594785581,0.533338695405182,0.5472369073453099,0.5505555376016047,0.5339621834378803,0.546539295836831,description of sample_034
sample_035,0.580075031536888,0.595317333695931,0.6071362501460431,0.6071939572738122,0.5892620772512951,0.603927785499033,description of sample_035
sample_036,0.676377840029817,0.549362998408487,0.6151523917042226,0.6176444346263008,0.4820957718476049,0.565997459212272,description of sample_036
sample_037,0.574548395156855,0.659651016674299,0.6496291102584524,0.6507705272264235,0.6443282066530975,0.651338671852745,description of sample_037
sample_038,0.569831817592481,0.500923821615758,0.5679970664330525,0.5688337262736394,0.4883775246095835,0.534488585710761,description of sample_038
sample_039,0.539256254383534,0.552680208664948,0.5570409674814779,0.5556146014904365,0.4820471161244338,0.536348185501023,description of sample_039
sample_040,0.571960128582195,0.500554285015782,0.6112122248564641,0.6121836605278899,0.4777747880931314,0.564544737680662,description of sample_040
sample_041,0.530111168108562,0.527203820735456,0.536200783849347,0.5424811516460611,0.5252448659714454,0.544936502029836,description of sample_041
sample_042,0.586440356703864,0.515621050629891,0.6105211381737775,0.6126512422583246,0.5199928252241481,0.559686052406696,description of sample_042
sample_043,0.691367520382922,0.47621094766084,0.6300605065083545,0.6198831399940408,0.4589090461960154,0.617837173584995,description of sample_043
sample_044,0.629956049997487,0.612511911120106,0.6089223982853329,0.6430611178111749,0.6093532683719644,0.626903196945903,description of sample_044
sample_045,0.623155306648126,0.475420017548874,0.5408311296342307,0.5703797159807787,0.548421384911568,0.568447678448436,description of sample_045
sample_046,0.572155051508901,0.562578635167813,0.5903959821507155,0.58998137380195,0.4765079307596612,0.552512840339478,description of sample_046
sample_047,0.684343684451323,0.555780795816851,0.6330407669156578,0.634900081273722,0.4623117556124172,0.588633593270312,description of sample_047
sample_048,0.561287597043634,0.51136225794704,0.5584380094546221,0.5583599826337327,0.5388931691173436,0.559061467582567,description of sample_048
sample_049,0.559614776104617,0.501440251580864,0.5683782390513964,0.5695545988952053,0.4797348263600122,0.547151015310042,description of sample_049
sample_050,0.533151371826792,0.544717767460398,0.526096319217059,0.5386453985152643,0.4934930154630922,0.532066126042093,description of sample_050
sample_051,0.565331815985014,0.550672943437544,0.6159937789911913,0.6204473983188553,0.4962389508215561,0.569392028038642,description of sample_051
sample_052,0.550472819553252,0.553318962998858,0.5528882845710645,0.5527313790959129,0.5203813090835315,0.552536057305371,description of sample_052
sample_053,0.564917483046808,0.525342293911107,0.5808962274117587,0.5790264478703644,0.5489217787414045,0.562378394668628,description of sample_053
sample_054,0.532786754493273,0.504791213057546,0.5555691138984241,0.5553063401176009,0.5194316500110351,0.546563995309665,description of sample_054
sample_055,0.589042853839083,0.570938895744622,0.575673909043684,0.5764399831607738,0.4563783374545716,0.560971995315031,description of sample_055
sample_056,0.630108421285427,0.639856357056629,0.6472111466606438,0.6486287235124246,0.615718192821183,0.635151596284088,description of sample_056
sample_057,0.530363111748505,0.530339265130319,0.5948423613540393,0.6064747594111625,0.5899531197694355,0.618895946184634,description of sample_057
sample_058,0.64928848796267,0.462741807420193,0.6307751336599573,0.6311327692954969,0.4853455229156997,0.575899057338952,description of sample_058
sample_059,0.574247858824779,0.553857875396889,0.6032381617203066,0.6046833220139217,0.4470754019731989,0.587003747470074,description of sample_059
sample_060,0.546084844506251,0.542189537140969,0.5430176295460799,0.5425057844549773,0.5317410687847336,0.536815546584798,description of sample_060
sample_061,0.599932276914745,0.569492276716042,0.6105371521955589,0.6104270123545692,0.4851093914647629,0.561531518654879,description of sample_061
sample_062,0.554466398524526,0.513990646346426,0.5605176969144692,0.5605578886885404,0.4874314125138947,0.529996368015897,description of sample_062
sample_063,0.550090180919435,0.539952660384303,0.6154929123320388,0.6149940931777979,0.5770925036560414,0.589381950107064,description of sample_063
sample_064,0.578124190030723,0.564107039438764,0.6122430382025535,0.6101294810145466,0.4928586746279464,0.563742847148152,description of sample_064
sample_065,0.548823167437112,0.57928712726554,0.5669192213542851,0.5674594349248853,0.4910571577950232,0.552928622099162,description of sample_065
sample_066,0.545363913581628,0.509757211930707,0.565944839605515,0.5641130045788835,0.5071907475850829,0.53736050725163,description of sample_066
sample_067,0.572799529602948,0.51891605133982,0.5680962379460356,0.569005417328917,0.4884246840846371,0.536997116637639,description of sample_067
sample_068,0.60481764537411,0.594219237408785,0.6111166344683524,0.6113326354896138,0.6068770187653203,0.609950160034611,description of sample_068
sample_069,0.56831396097545,0.581924714981465,0.5720316897958878,0.5718141890064926,0.5305498849453684,0.57223960166385,description of sample_069
sample_070,0.588610615798372,0.513758945094753,0.5689610416771221,0.5683471974982081,0.5332605482455168,0.552060621494453,description of sample_070
sample_071,0.61242653762448,0.564634759366312,0.5962891340436254,0.595858756712143,0.5480547904105549,0.577060396304453,description of sample_071
sample_072,0.522691478762894,0.484317815264534,0.552021195736775,0.552021195736775,0.483806295502957,0.536947857939692,description of sample_072
sample_073,0.536153893869638,0.611195816557724,0.5957963385319689,0.5958608751723541,0.5179616657649088,0.577012813480694,description of sample_073
sample_074,0.671176870506413,0.562061558829372,0.6248992960684119,0.6182952600908452,0.5263031835916961,0.581494891817712,description of sample_074
sample_075,0.606307808261018,0.515090645568273,0.5509263327538405,0.5574125646887724,0.5118466676268643,0.550557506629263,description of sample_075
sample_076,0.532691649478516,0.476937123376576,0.5334324810657741,0.5336891819781958,0.5072386084965856,0.533223161942428,description of sample_076
sample_077,0.547340281028989,0.50697190536649,0.585861114856986,0.5880223155446871,0.4992319589511257,0.543989087224864,description of sample_077
sample_078,0.599044510858199,0.502797635816123,0.6029574554828765,0.6073984820601263,0.5047801657688593,0.572123522015671,description of sample_078
sample_079,0.518183103969733,0.533564683344738,0.54494543173952,0.5462014056805018,0.5149185564152801,0.525551004221098,description of sample_079
sample_080,0.646758286157549,0.551765266013227,0.6364664107267951,0.638909110888221,0.4826850403165115,0.569573189888119,description of sample_080
sample_081,0.535574617782906,0.498614331974924,0.5354340474856009,0.5411283120297369,0.5220095983521442,0.544118341323482,description of sample_081
sample_082,0.53981548275229,0.528305835719293,0.5459629262936772,0.5499481777530634,0.5191897341862831,0.530172389719371,description of sample_082
sample_083,0.53848268128013,0.507911211107881,0.5481261216553658,0.5480514571218181,0.4920414925382702,0.527500115302449,description of sample_083
sample_084,0.61325500281454,0.500800968548973,0.6014656605166191,0.59688391621749,0.5223362988938309,0.565940053173694,description of sample_084
sample_085,0.556148052678186,0.549154633183463,0.5741146170980936,0.5753392243582984,0.4949597725167463,0.580484051851281,description of sample_085
sample_086,0.560539455591956,0.548713364903567,0.5758496952703076,0.579400440528303,0.5329035812899389,0.561902904984719,description of sample_086
sample_087,0.636261416260295,0.57199893571257,0.586406368631025,0.5892508205640743,0.4623012935534836,0.576153667662956,description of sample_087
sample_088,0.580524126366652,0.494929224445597,0.5649652755709399,0.5794217393145985,0.5251236919578255,0.55945769486811,description of sample_088
sample_089,0.600475696045099,0.526932493021115,0.5792514267819516,0.5798825967357931,0.466315827128849,0.55218969503666,description of sample_089
sample_090,0.554074645769884,0.497610060485111,0.5879005580259627,0.5804304328110632,0.4987964255184771,0.546209791256474,description of sample_090
sample_091,0.563092586433618,0.503515467849357,0.5756719907350394,0.596561522201772,0.4609513778982716,0.568577595816868,description of sample_091
sample_092,0.616935939135169,0.474751416117059,0.5713172797321852,0.5835825233884053,0.5144526041515103,0.587751902676335,description of sample_092
sample_093,0.564322612599704,0.566936125112667,0.5884263058148343,0.5934239994056265,0.4980411565924504,0.545314333181122,description of sample_093
sample_094,0.481636734916657,0.589767666391553,0.605252277312771,0.6075487914176296,0.4756204712489363,0.556536979673652,description of sample_094
sample_095,0.533201551833314,0.505359091856861,0.5546306126026153,0.5557060643740938,0.5124050038895741,0.539309502551353,description of sample_095
sample_096,0.580553271415564,0.534623363867564,0.5993338795702686,0.5971968967352678,0.5123241262181775,0.571656862558298,description of sample_096
sample_097,0.528828714727262,0.522933663052547,0.5383835903131307,0.5364310001970813,0.5053781639604414,0.522063886751281,description of sample_097
sample_098,0.560061089446008,0.563353357424457,0.6031770749313844,0.6073116939273174,0.4990598458743893,0.575187397815534,description of sample_098
sample_099,0.554365299784767,0.559459348397195,0.5730345634089038,0.5718903057451099,0.4830937427442054,0.558654493834979,description of sample_099
sample_100,0.643957666389368,0.640400560804284,0.6197824221684898,0.6193969975611493,0.5323895568284354,0.570937596592143,description of sample_100
sample_101,0.519721322371367,0.524990400204457,0.5339782143782013,0.5330060474829206,0.4824201094661444,0.536622396383963,description of sample_101
sample_102,0.62144604922811,0.538539745324238,0.6009685232082165,0.599231973863608,0.5582952122588797,0.573903201666595,description of sample_102
sample_103,0.564167017218809,0.458339804287496,0.5743894625056611,0.5748980633408604,0.4850191362625634,0.549801518683811,description of sample_103
sample_104,0.551657933290968,0.517813723306814,0.5650079297624225,0.5635137172581786,0.537806915808567,0.562460947446153,description of sample_104
sample_105,0.616431515144578,0.551016150402039,0.5975925558376798,0.5997924162820961,0.4423060580872106,0.584232105022627,description of sample_105
sample_106,0.552369546794065,0.564277782666558,0.5646207238757363,0.5694845548134992,0.5207745796128879,0.575585113497862,description of sample_106
sample_107,0.550197240528501,0.510162768509126,0.5705489684456353,0.5712770841687312,0.5061028920409586,0.53954949273212,description of sample_107
sample_108,0.554644931638698,0.503742223545696,0.5462404149534003,0.5460356935460833,0.4755181122608826,0.534537489544326,description of sample_108
sample_109,0.546531457072002,0.528643797794411,0.5662510547407347,0.5658794645669982,0.5308724728188655,0.552579999166365,description of sample_109
sample_110,0.468553428807136,0.532492523371158,0.6207400413986086,0.623116221278406,0.4817614480768733,0.583055142732616,description of sample_110
sample_111,0.538620893966179,0.463601413697636,0.5413368788295059,0.5393786966812236,0.511558252922347,0.540357467653912,description of sample_111
sample_112,0.644806914726061,0.640294863532198,0.6215525577074162,0.625992851438501,0.4684034923749448,0.590007577160074,description of sample_112
sample_113,0.617747309526719,0.568148740931545,0.5926818807110038,0.6013040858309653,0.5124502571689478,0.594465070461024,description of sample_113
sample_114,0.534487210569506,0.52253031140555,0.5870582660265763,0.5848623822988895,0.4747316573048691,0.560053375566588,description of sample_114
sample_115,0.575753031540868,0.574697427359483,0.599077489227432,0.6064076345793413,0.5805215852456442,0.610336150430172,description of sample_115
sample_116,0.519645190892616,0.525742680839828,0.5311012382399767,0.5293933735332943,0.4974130274111766,0.532351913749371,description of sample_116
sample_117,0.543149641631702,0.458920284364444,0.5529646276911802,0.5523149191379375,0.4971393131982472,0.537932444932679,description of sample_117
sample_118,0.54024950589309,0.557521752489956,0.6246765039584251,0.6212422208265863,0.4719500249764323,0.568780939197188,description of sample_118
sample_119,0.551660206349444,0.561978938281682,0.5587217592373117,0.5591198534679825,0.4942807211755705,0.544778141663752,description of sample_119
sample_120,0.538368570940012,0.539138331751553,0.5526615576394079,0.5532410938993522,0.5046648476456843,0.529666601939972,description of sample_120
sample_121,0.611096035252068,0.423836312152425,0.5488417406242166,0.5710098163952828,0.472049528345938,0.591146015320412,description of sample_121
sample_122,0.518801295796004,0.528044249928594,0.5376899303503008,0.5378379997065008,0.524034458678452,0.531832969607139,description of sample_122
sample_123,0.554956773316524,0.46638650693359,0.5392532762010264,0.545695194189735,0.4738261458138042,0.537366475268093,description of sample_123
sample_124,0.57484527066739,0.530196555385972,0.5693156403699771,0.5697385292959274,0.5190229667757802,0.559741722641018,description of sample_124
sample_125,0.575126024916863,0.553363587440561,0.5812050155419852,0.5817725644471892,0.4647498192607499,0.551932407370557,description of sample_125
sample_126,0.6493249957001,0.569443600311743,0.5871192689081433,0.5864167320040621,0.5146048092133065,0.557480343776037,description of sample_126
sample_127,0.575925557213281,0.533349489640138,0.559510606993826,0.564931325162236,0.4635339225430224,0.554262744242229,description of sample_127
sample_128,0.528572702278636,0.556056507742247,0.5670225187900683,0.5666450933208899,0.4741595223291394,0.549906378204973,description of sample_128
sample_129,0.598786070754327,0.651078025029374,0.6211802175105133,0.6229012207567907,0.513233189754447,0.587029756488347,description of sample_129
sample_130,0.615330704176153,0.589029436153063,0.6149930141628828,0.6146074397461609,0.4917740361354149,0.60156412260248,description of sample_130
sample_131,0.505663890771121,0.517634188865111,0.628887242274948,0.6329864861734192,0.5146991460061132,0.571586804095649,description of sample_131
sample_132,0.529138859386242,0.539162890288198,0.5802782087388265,0.5836101319368427,0.4954157225305107,0.545547622607909,description of sample_132
sample_133,0.625545890984587,0.682213864672288,0.6301852643337872,0.6297490016602306,0.5302375370876222,0.603886079637621,description of sample_133
sample_134,0.559178378930033,0.495593352645199,0.5561515655248794,0.5562967010247962,0.4967698692827805,0.534726002557774,description of sample_134
sample_135,0.59820339205512,0.545590134913362,0.6112458560927154,0.6127619001370572,0.5600317971871204,0.594392958457609,description of sample_135
sample_136,0.599810394154662,0.579715529875585,0.5960759060982423,0.5988909543928019,0.5278186433287361,0.553434535418658,description of sample_136
sample_137,0.679160261602693,0.617188858237895,0.6845765283541746,0.6847877216927153,0.5124792918663784,0.65557897574176,description of sample_137
sample_138,0.564157366468715,0.475644913813497,0.6064051830579427,0.607200135660981,0.4779073031563791,0.573931086636871,description of sample_138
sample_139,0.567022089942873,0.514919242057027,0.5829404063794044,0.5818603349968428,0.5049053252611206,0.55300475346962,description of sample_139
sample_140,0.569388053705714,0.574868693644739,0.5698987185738715,0.5699152887497237,0.5136395176100145,0.562575274097326,description of sample_140
sample_141,0.561679158993398,0.517787352757752,0.5755533969480069,0.575640302661811,0.4810521264416645,0.540630325737711,description of sample_141
sample_142,0.50648645854867,0.506960343489456,0.5364322504577975,0.5339982758848416,0.5078797959676047,0.527248675374871,description of sample_142
sample_143,0.576831449237728,0.49652361512541,0.5883620002913437,0.5846254661209751,0.4819144236811484,0.548892120568462,description of sample_143
sample_144,0.59316031637331,0.536211022135232,0.5854154701463871,0.5857929659854714,0.4739396523072275,0.552368153572971,description of sample_144
sample_145,0.596374333881148,0.480254078929044,0.6093601957791247,0.6005759250713582,0.4918633006363351,0.570997095840608,description of sample_145
sample_146,0.555570547142866,0.536223073393876,0.5494648285268424,0.555511325075902,0.5249206163435074,0.553576882228935,description of sample_146
sample_147,0.623577323041386,0.467323234024905,0.6221038985450008,0.6207785588360007,0.531387418450015,0.578123704881138,description of sample_147
sample_148,0.532912799521385,0.502176610417601,0.547198016846337,0.546477515172514,0.5279334987593234,0.537845896276192,description of sample_148
sample_149,0.520660336757296,0.520809493526686,0.5434494848642912,0.5518542459263924,0.4882317012261945,0.527212592140261,description of sample_149
sample_150,0.525397706661813,0.529487319238692,0.5510355071251465,0.5500279865684032,0.5011928662372473,0.532381849165714,description of sample_150
sample_151,0.568610841505377,0.502461080924874,0.6447749442338929,0.6501175507755237,0.5553662154108644,0.622803608397844,description of sample_151
sample_152,0.525142632942481,0.566677899136301,0.5820965759284478,0.5819855554466152,0.5376859642630445,0.55579911301925,description of sample_152
sample_153,0.54959052528564,0.548939450667511,0.5385744941618016,0.5415455062437025,0.5311294374020301,0.540666422979733,description of sample_153
sample_154,0.509014980204699,0.52146297083784,0.5645164761898518,0.563787379078125,0.5004578194884346,0.53581095902816,description of sample_154
sample_155,0.583246531844923,0.491368431303849,0.5562635129457784,0.5555959186834638,0.524352206051835,0.54720319145084,description of sample_155
sample_156,0.606463313229092,0.603129739743751,0.6133046636346415,0.6131697124537511,0.5937087595534394,0.61135352718637,description of sample_156
sample_157,0.555994310960495,0.509402782728975,0.5610465635747132,0.5610329478490462,0.5164602253903611,0.54157826473871,description of sample_157
sample_158,0.550009772617617,0.553262890640545,0.5507052345850166,0.5581061056956077,0.5342284098740754,0.558464403989945,description of sample_158
sample_159,0.557629792804204,0.571605811911976,0.590647212437994,0.5905035794073619,0.5524460000186092,0.572368979097989,description of sample_159
sample_160,0.58780503134844,0.578505756345765,0.59310272919815,0.5927954584180622,0.5435152548669955,0.565440523665677,description of sample_160
sample_161,0.654936741401074,0.47975590397003,0.6142756746367493,0.6145504041455676,0.4736865185867635,0.570315956388593,description of sample_161
sample_162,0.562648534338749,0.548480272695463,0.5775887013112755,0.5773898860188722,0.5273137292567122,0.552480429184327,description of sample_162
sample_163,0.521433203819272,0.51206423962091,0.5411073748023572,0.5410811733287054,0.4971216878716686,0.527736278700562,description of sample_163
sample_164,0.555723025064867,0.555922113490832,0.555040373416166,0.5546542577263264,0.4943933849542204,0.544465961651744,description of sample_164
