reviewer_id,review_date,Product 1 (SKU_2145),Product 2 (SKU_5925),Product 3 (SKU_2469),Product 4 (SKU_7476),Product 5 (SKU_3014),Product 6 (SKU_3288),Product 7 (SKU_5578)
user_66618,2023-01-01,3.217426522708723,3.9587789633845225,3.8577959135993876,4.987233563538096,3.452178577475915,1.7480208852465764,3.912254475459042
user_37636,2023-01-02,3.048092936414875,3.0124487454452593,4.422783185561393,3.90736737731957,2.996300402658533,2.51929025931695,2.2665814111907188
user_90012,2023-01-03,4.7367465922768766,5.0,3.9551249064967777,3.6862080443620346,3.9857267107386307,3.658145941259315,4.039416612856904
user_76167,2023-01-04,4.608343067775966,4.151320383997658,3.7939167374076024,3.400085011350363,4.5197108771862045,3.2682538051178462,1.979263105156678
user_51720,2023-01-05,4.159345601306759,4.045327240256302,4.841600509432269,3.8337190736950393,1.0584707444096866,3.1442440410700025,1.889851549305206
user_99404,2023-01-06,3.1742851318941563,4.917437865626589,2.8500261572411603,3.8241887568019957,3.647410919937657,2.2350914376331685,1.2920328942805999
user_54909,2023-01-07,4.877113010211993,4.5378598379599,4.329111375078061,3.833735062565861,2.158680631351722,2.5273453215268566,2.3433637489385464
user_93252,2023-01-08,5.0,3.2970923884966346,2.5630822681637206,3.6918760722222026,3.6992884054391526,3.9960328065786053,2.2970221305364373
user_44257,2023-01-09,4.722385952175138,4.143275709978105,3.2293104959993535,4.2950386706444394,3.402341761899663,2.9587926449968576,3.1207498242037204
user_69338,2023-01-10,3.822020887547948,3.931866421418892,2.929874293901349,3.618483476800585,3.8085812211524397,3.3002877569155786,2.895112753296361
user_45784,2023-01-11,4.535641732456921,2.804373689115157,4.525554028361535,2.817648931557889,2.900601908404276,2.907849336978817,1.7456213031846906
user_42234,2023-01-12,3.4071087352530522,3.6477790134102364,3.847671813123685,3.1100616872793054,1.801407910544678,2.0535315878001876,2.385819009259346
user_96805,2023-01-13,5.0,4.053167742386828,3.8891974043256186,2.01678504520823,2.9397054469946653,3.7470483408599975,2.4028303831298516
user_52157,2023-01-14,4.565475467623631,4.108039254806526,3.014613609816439,5.0,3.6254781081118264,3.402585907625997,1.279214202430486
user_54778,2023-01-15,3.0854744705974144,3.014214861058153,3.6602452032536887,4.290203673562149,4.112313862940178,4.844509469893751,1.9152426183893045
user_37606,2023-01-16,4.259460511645054,5.0,3.2892277573527107,2.9359436038966105,2.36253495962198,2.1875348962795638,2.0833490955087286
user_70266,2023-01-17,4.870641208187385,4.118317552886849,4.206764011883373,3.37452412048232,4.121648341498414,3.6580583369603845,3.8469000158567574
user_88579,2023-01-18,4.233561903219582,4.23004246132845,3.107127091734709,3.0904988206348536,2.7817021682827825,1.950764827170399,2.853160572765882
user_53051,2023-01-19,4.279283422847861,4.52051331067187,4.96383549216406,4.834037769099294,3.589959905275621,3.1258772541384623,3.229735003158
user_12080,2023-01-20,3.5204782343621828,3.569538996877063,2.5595356403007243,2.464098268583257,2.8920848377074937,3.7812052712505317,1.5010916022806307
user_27527,2023-01-21,4.953232789665325,4.565084778506157,3.2547841340347508,3.6915808470550235,3.445736502169681,1.3422919071228103,3.6553715864111935
user_94730,2023-01-22,3.9812246399846902,3.906340283185454,5.0,3.513177725948122,4.01350210765622,2.8360540206067135,3.740881650419275
user_10268,2023-01-23,2.7748436983959737,3.4827315674822468,3.5518890016303724,4.261470904567291,2.3183887381691712,2.549432212765904,1.1013240262842992
user_89794,2023-01-24,4.202994103463685,4.658757994684319,2.8480970684764704,3.516792617820244,2.7560752826025348,2.4384341613639027,2.1357466208673217
user_72459,2023-01-25,5.0,5.0,4.075257250030135,2.1934328986756517,3.4479700698736693,3.3081701218074833,3.0966124584124084
user_10560,2023-01-26,4.190456442720042,4.779863498788665,3.519686206228366,3.3991057322860474,5.0,3.896548565138076,3.215510762830546
user_11255,2023-01-27,5.0,4.938382052112345,3.2313037955053554,2.8222702256453402,2.6094482302665374,2.8933770278166757,2.1572042156102227
user_98172,2023-01-28,4.843174358838814,3.783495514750161,3.023303351361026,3.6636636372452487,4.932107108797535,3.164389142048016,2.455600429557078
user_32745,2023-01-29,4.771006529824293,2.9219042166652347,5.0,4.747341629216262,4.903538642940137,3.0914470024473983,2.222095151163886
user_64154,2023-01-30,4.397281387265913,5.0,3.6987584798526907,2.2084598046141775,3.222151079438727,3.0014428050851314,2.788334437556896
user_82848,2023-01-31,4.445371033788567,5.0,2.359546111733698,2.959821811680077,3.0614779790400797,2.128525889830315,3.6577428251695303
user_74091,2023-02-01,4.289261091904397,5.0,5.0,3.157845636973202,2.7463478410682463,3.886755681378314,2.0831662742870365
user_61483,2023-02-02,4.258184486333979,3.9313712488162005,4.388856724088456,3.294695123669431,3.2454379757338647,3.2361562945270688,3.5006563982147316
user_80533,2023-02-03,4.924693729653719,3.2762925290169247,3.2868268551841697,4.192100531284195,2.1746244539523536,3.315905192002062,2.07466234212249
user_20636,2023-02-04,3.7513350161675474,3.347453841744347,3.1535047290510865,3.46116446595089,3.239008786143522,2.354792296779534,2.021898230002493
user_95078,2023-02-05,3.639284937020592,2.853013945908761,4.438778236926584,3.932642180576356,4.497504219080685,2.6326236816086075,3.354875694674571
user_95362,2023-02-06,3.601443959299698,4.114097105271964,3.702465338008436,3.099381565014579,2.8111319500186256,2.8590926418313773,3.4375491024060936
user_20161,2023-02-07,5.0,5.0,2.3592177452439187,3.78393947633435,3.1074205568087594,1.7727002452409186,3.3811279494101236
user_80601,2023-02-08,4.924274321336464,4.086669894502205,5.0,4.222238104702172,1.9390876205862062,1.6495725398418575,1.6473620734254872
user_14056,2023-02-09,4.7435937613441155,4.44185832027862,3.5528076302272344,3.0141603602103295,3.5992496705048347,2.519401655489146,2.3272392175423597
user_98029,2023-02-10,3.653988263765255,5.0,5.0,4.225086495845212,3.511585347961099,3.4180166131539123,3.3583908736026573
user_68350,2023-02-11,4.998673840539863,3.8767237505340804,4.922747966372572,3.6418982149820547,3.3509618878126166,2.4774900880560473,2.733233472451116
user_98112,2023-02-12,4.406742922837337,5.0,3.0991923644137485,4.436368192385802,3.126538359822285,2.184955841927429,1.8410457230420287
user_26176,2023-02-13,4.6713351529053995,5.0,4.7265518914905185,3.4388640799384214,3.065793664982036,2.348251477409864,3.0666543513003535
user_56267,2023-02-14,3.718703747309155,4.095110929055614,3.378845960109055,3.9049957241296793,3.701520186960537,2.6357260614837497,2.1281541928068237
user_59332,2023-02-15,4.628215085934062,3.73797258878463,2.406639530556846,3.567515014657176,3.2769467187291013,2.716912829743917,4.13561987871377
user_88815,2023-02-16,4.160933169434814,4.75779043711225,3.560321467182286,3.5230301903675367,3.5519774972442657,4.7324171617652455,3.935873169934607
user_56919,2023-02-17,3.88751107437585,3.9219800459849137,4.218110001421023,3.807144342580552,3.4719862539636384,3.8436965027898546,3.1832779410844543
user_60692,2023-02-18,5.0,3.274755826346131,3.5298106816029295,4.029445975379923,4.198741829676609,3.819819289825382,3.7888053638158192
user_33224,2023-02-19,3.2698337531759982,5.0,3.654361327259919,2.6003480704607957,3.8415952779000433,3.9348642914187053,2.751833080098705
user_11105,2023-02-20,4.951821011451321,5.0,4.81485283594289,4.746906887054302,3.4542894745201522,2.2009433045327604,3.312349995500013
user_26353,2023-02-21,5.0,4.324409283010849,3.985195184232073,2.112269567560161,4.514737624521744,2.0221083080102087,3.8821762362416603
user_70646,2023-02-22,3.7962850595590076,3.189708197017458,3.225361350972038,3.0521503122088833,3.636214823245249,2.1145037667727546,2.8963989454354504
user_58559,2023-02-23,3.843737231094026,3.2163789990260914,4.4616242589338615,3.5245847433880795,4.343970151032335,4.067604906670271,2.495850262788573
user_35295,2023-02-24,4.321579454986878,4.285783430735322,4.0581404535633965,3.9298847752687585,3.7855540867093103,2.562246568894007,1.3363024334583073
user_68271,2023-02-25,4.725628968369777,3.8001031723959744,1.8827161588303656,4.860938022193103,1.8264647368547653,1.9989150542085705,2.633493179422805
user_11227,2023-02-26,4.37771600654862,3.9271256542867135,4.242682331017159,2.1133668094199143,4.343867810655464,2.6552030398241495,3.3587385476498492
user_39035,2023-02-27,4.846849968153504,5.0,4.213462966172881,3.1938446972882315,3.4081409930741353,2.809115574628298,3.456506742054104
user_12592,2023-02-28,5.0,4.786543453938046,3.916096903664688,1.8985332097605876,3.2584361832793776,3.2147306189556497,3.103492052574728
user_46848,2023-03-01,4.093826584680229,5.0,4.61336046485566,3.6252975791281985,3.5250786779916616,3.2007608165696344,2.2669607240302083
user_99201,2023-03-02,3.127856023437263,3.407501421298194,3.362085132538798,3.8173468676000244,3.0240134704343458,2.3374555489011932,1.1185427448419276
user_56900,2023-03-03,5.0,3.9254467450506305,4.16919983105672,4.872636593737003,3.481623088311156,3.548525114010969,2.303827921596212
user_35101,2023-03-04,5.0,4.80718535636809,2.6464325030661175,3.6965078087147636,2.826499146925526,2.4886451729998735,2.456524103156839
user_21792,2023-03-05,4.8142146904409,4.558462672810314,4.225672306719066,4.435220103553904,4.319417806987496,2.8749789306359657,2.4496568262479888
user_90405,2023-03-06,3.6298010597170656,5.0,5.0,4.067069665231247,3.2091295091031595,3.5494192564026843,3.19484508558234
user_91951,2023-03-07,4.400886109411839,4.536429364723256,3.104114918025967,3.251801442395865,2.993932925822053,2.486542876844527,4.288541128811872
user_49738,2023-03-08,3.6051812126306944,5.0,3.29215829440978,2.472831402566369,2.5600593474245805,2.54451886113509,2.798823361472875
user_38986,2023-03-09,5.0,4.632014241378513,3.331987645686758,3.820001838633449,3.515020631318913,3.4733344397545047,2.5266145686748307
user_40704,2023-03-10,3.4189676778412523,5.0,4.003998580641277,2.4063183862837088,3.4496856801000733,2.3138134587159844,2.4926225495967262
user_74724,2023-03-11,4.25989697053744,3.9411880425724344,3.049570981717025,4.636165658135715,3.610739690942005,2.6921663811167433,2.7995078135261715
user_57579,2023-03-12,3.696529738964875,4.211429769507191,4.236997902952784,3.470350318370541,2.4781984899958966,3.4445937424343143,2.037364991721281
user_14822,2023-03-13,4.6014597481079695,4.9287555230715805,4.577471956375332,4.556141929209133,2.0190550409507413,4.64327395314878,2.7961588469968444
user_46799,2023-03-14,4.2069266582897935,5.0,4.327477770763028,3.2158284526940806,3.8004730420052475,3.4843236038101972,3.06064986906544
user_74597,2023-03-15,4.641409682600211,4.783389559448603,2.485267659489542,3.8150806291207937,4.487713489501206,3.378111810392009,2.8677488508595905
user_89433,2023-03-16,4.517880443973093,4.133462582452305,4.696134132126884,3.767479085867751,2.478917102088083,3.424641266938184,3.0660335472038254
user_37405,2023-03-17,3.7106727778207116,5.0,4.649893931402944,3.563964705591261,4.571553026849359,2.1414477807463603,3.0469980874788285
user_10935,2023-03-18,5.0,2.4464170749760954,4.564129097877044,3.2538723892827264,3.5271288469891044,3.0924773909439263,1.2824826542028451
user_35701,2023-03-19,4.4609874785255075,3.062212398794501,4.19827379892466,3.913964814776416,3.294349676359336,2.9761868093308785,3.209496126716323
user_93681,2023-03-20,3.7091767937072797,4.7453073789347116,4.076151451364106,2.8590693892134333,2.9819610427633774,3.257267632298205,2.163188123470037
user_61915,2023-03-21,5.0,4.2112866850025,4.725911518501118,2.632451736832753,2.1923855844600024,3.093206441980697,1.8233286695968338
user_24541,2023-03-22,4.8811441333737,4.6844109208993325,5.0,4.594261514661462,4.0901828127396795,3.30375974193369,1.816438537716003
user_46352,2023-03-23,4.377391557280555,4.251526017945554,3.13756762930812,4.181734391113681,2.6795149108499174,2.750826244080639,3.0468332883780236
user_84593,2023-03-24,5.0,4.656756555683098,4.762500316635817,3.652713286881792,2.6761546594099195,3.0468871338974344,2.521940058220118
user_75578,2023-03-25,5.0,3.5484777432054475,3.8310263215940377,4.932113906035026,4.0935410479095635,2.0177371471544063,1.3544249728116715
user_74751,2023-03-26,4.383720462148892,4.656388868863753,3.7962615583771195,3.3857875850201244,1.7936132426626186,2.744074177597669,3.082430252153827
user_32344,2023-03-27,4.777917989147809,4.995531622566068,2.670775447694369,4.6581625759911836,2.0811217514654663,4.1126668385413145,1.5483134953609383
user_82323,2023-03-28,3.709597745597647,5.0,3.6721684723876837,3.7404592679406576,3.2854926051935345,3.2550466717026048,2.8118570868145687
user_35397,2023-03-29,4.382245799385591,5.0,3.1021880336252674,2.780199399938888,3.5346275432038814,2.9832631700935384,2.8907991405384434
user_96486,2023-03-30,4.340749956992104,4.395278754801909,3.528916456395243,5.0,3.687787718375139,4.516898621003477,3.408461665356036
user_84148,2023-03-31,4.647861626897323,4.419128869477744,3.02145089297748,4.392568677299268,3.058561205282998,1.9113320173591366,4.1253478291734815
user_98103,2023-04-01,4.766208382909609,2.981462028660922,3.540873290149595,3.5031831751923486,5.0,2.112435555643024,1.6082589392795668
user_99441,2023-04-02,4.947862759062448,3.77487087908926,3.5751117143812774,4.181737007627159,3.1176859529873324,4.3701691290210185,2.6580209151495606
user_89032,2023-04-03,4.690114125039967,4.04553434079471,3.9774039347510404,3.2770372528016747,3.115371078317822,3.036768748839147,2.4789317639646264
user_84074,2023-04-04,3.5314058986966685,5.0,2.608200110166935,4.263319228047633,2.6624106649488977,2.8059335709681648,3.04699974876877
user_33006,2023-04-05,3.749226315407132,3.711199100728297,2.7435854818037413,1.6871371477728325,3.3991254532168567,2.0406365399234856,2.872535016746895
user_18566,2023-04-06,4.062873904429061,4.837072015799066,4.189531416584421,2.784158933044325,3.7919689856374195,3.3581570131160094,2.4179630058107042
user_87091,2023-04-07,4.274207526461417,4.198702626429296,3.2620495063439208,4.38340779542957,4.2628624436267675,3.4355678956219697,2.3472782491113158
user_26809,2023-04-08,5.0,4.058265507908191,4.759623832183944,3.4002755694248648,2.1085725884478252,2.124404511332083,1.8068393158527623
user_18526,2023-04-09,3.56964881051767,4.399115175306605,4.080215777612037,3.7660338359109935,3.1032037293154393,2.8877795315596573,3.490289265925208
user_26702,2023-04-10,4.21406796146344,3.887074902197726,4.385409720165126,2.5225714703076525,3.6573628886473153,2.7315873343735473,3.067363345279624
user_44029,2023-04-11,5.0,3.8567702015258676,5.0,5.0,3.7696460276756283,3.204781717135017,3.43421455823611
user_84698,2023-04-12,4.26009802040271,2.8361712753679083,3.6522313505547417,4.552423714974141,3.3052389262436312,2.1045998062234847,2.4516830908195892
user_39879,2023-04-13,4.86833251987426,4.0016366341376886,3.4404106356669795,3.439451825299736,3.7339391756256815,4.001557963610526,2.1745316250444557
user_78561,2023-04-14,4.388366365657677,3.816025483081019,4.59736206847905,3.276243314509339,2.6528288856593596,3.7326590252780836,1.8373479466966178
user_45956,2023-04-15,4.7054266058597785,3.7872152085207365,4.307610851143749,4.423683489135755,4.546324345854686,2.709459553013747,2.9871340669925277
user_35146,2023-04-16,4.317221964952368,4.533498450072033,3.7501357521429592,5.0,4.094102482383543,2.826865030689303,1.8681654203774123
user_98864,2023-04-17,5.0,4.726905562232408,5.0,4.363008204649083,2.224057770347862,2.8908622797779073,4.178930455173241
user_13030,2023-04-18,3.2639548740748516,4.3857556037138625,3.7302045521280554,5.0,2.4399175615065953,2.377353157594797,1.6538859351252477
user_98832,2023-04-19,4.209350393289164,4.99633215235958,3.926218910044625,2.862118936750466,2.462462599914475,2.6452564654119715,2.918928095370002
user_79853,2023-04-20,4.737258141355446,4.660449540664292,3.9169781206674066,2.9444905356009676,3.8423759767172228,2.783783705860313,3.953483765771029
user_90538,2023-04-21,4.926956198404954,3.9639550481554866,3.152324884081223,2.648847105557321,2.272217786866026,4.290294696565702,3.1792718074110473
user_43150,2023-04-22,5.0,3.8297149714284964,3.9620683115891127,3.9534085197195834,3.0351805326335355,3.7572946466643495,2.840538969993424
user_99218,2023-04-23,4.187180266507539,4.450257789413477,5.0,3.740482839843496,3.6637635171334195,3.747723765869299,1.9252130824304836
user_83415,2023-04-24,5.0,4.6590136879215205,4.2559746523009405,3.4784391012224116,3.247067252362852,3.2959404904035123,1.594584649145837
user_69497,2023-04-25,3.9727809386722637,5.0,3.924850741119145,4.247406902498639,3.5071100125701644,2.106138392855012,3.316040087134069
user_10256,2023-04-26,5.0,5.0,3.7705861750674647,4.585862884171731,2.447357830920993,2.9668071163380967,3.9049177926199574
user_65982,2023-04-27,5.0,3.7668215947942647,4.164693622725081,2.3794700725705265,3.7758834987177954,3.776390767690704,2.348920007617463
user_94012,2023-04-28,3.769233136294222,4.118394975898191,4.499813302791348,3.122422377679108,2.8094304860192025,1.9933882965061696,1.7887507939069192
user_98224,2023-04-29,4.745631389801457,4.736814243934216,4.387391064711802,4.256114875298448,3.040304260481647,3.5092425654986115,1.0
user_95200,2023-04-30,4.459011331574247,5.0,3.6345081105424164,3.2258090529131342,3.4901853823247886,4.858087380210213,1.91538812506997
user_16797,2023-05-01,5.0,4.951175574963834,4.1598252752880915,2.961435138913477,3.382462577224678,3.8494533167917853,2.609074526000768
user_52336,2023-05-02,4.321382729253353,4.148897733734922,4.283951792918623,4.414829942120316,3.3191840152124743,4.13122330844959,3.9792985926693873
user_66694,2023-05-03,4.254203019470615,3.1967818780571866,3.094244009978417,2.568399944220816,2.699498542418595,3.1746710003537286,3.238506953786375
user_63330,2023-05-04,5.0,3.400850899003527,4.034584432946955,3.358736153767116,3.0603604710406462,3.7743455590119916,2.9440683237654026
user_45918,2023-05-05,4.421023284435462,4.418106811455532,2.1709568909581103,3.862915220643847,3.3017468726696286,2.4257174285167715,2.3799042709590954
user_25953,2023-05-06,5.0,4.473780463539477,4.286026967856948,3.140944068871905,2.199931813466332,3.636691049872981,2.233467426195235
user_99151,2023-05-07,4.31971881196464,3.3210565012524924,4.428274443650145,4.22652452481054,2.929973626949297,3.5235105072486106,3.8245180780063714
user_77933,2023-05-08,5.0,4.235655688711417,4.498036900629168,3.1448984198421046,3.6101439032262768,3.2319289392301305,2.8605908326067118
user_71156,2023-05-09,3.957332296531605,4.704979485577427,3.5839625182643458,4.726895594756735,2.2780507169237256,4.052805935774799,1.0179194464631824
user_74955,2023-05-10,4.0086851750022525,3.279018673994285,4.147237468019227,3.499402962003382,4.2252653212753915,2.568972129722089,2.161168281682206
user_57378,2023-05-11,5.0,5.0,5.0,4.137016109364283,4.315690610079875,2.85035398682107,2.0134271745826986
user_77797,2023-05-12,4.144042887283797,3.89797508115214,5.0,4.196819162386253,2.3038795392319313,3.0763696330866375,2.262988792658028
user_15697,2023-05-13,5.0,5.0,3.8766618406187514,3.0979679978047416,4.386095706440111,2.1763112231284794,3.1503285282280684
user_39431,2023-05-14,5.0,3.77323804337928,4.011455704583648,1.9572107610752891,3.1851347290302923,3.1815455550401985,2.614044094564601
user_16155,2023-05-15,4.376280234751333,3.378699613692657,4.788728915787546,3.8886046037310678,3.6348116473256438,1.6248556696369223,2.6385076743970703
user_46429,2023-05-16,3.049365222386273,3.8334904081266243,2.69935838779026,3.657830677699896,2.9026791582974023,3.8375636275425675,3.75077852906019
user_65058,2023-05-17,4.484545356582531,4.123881501538144,3.64153940585838,4.044660822060102,4.03843586178141,3.0373098932527727,2.1428311281706494
user_79784,2023-05-18,4.58130404282674,3.8892160745828153,4.9684563644294055,3.4187780220937296,3.6248752150789336,2.583285676876989,4.19135962070988
user_68833,2023-05-19,5.0,4.02719886274151,4.680160433347813,3.2556578409594272,2.648677394721917,2.3325011101639026,2.162953926903131
user_51450,2023-05-20,5.0,4.467172119740953,4.195411022119924,5.0,2.367838400027769,2.81233677630465,2.7713585572900574
user_10676,2023-05-21,3.9520102566850017,4.063056504162881,2.6953340757355035,2.422116750791378,2.1317580518326213,3.550607768617931,2.4750371236777866
user_61361,2023-05-22,5.0,4.147110084838395,3.86007181356707,4.187160382691391,3.450353421146205,3.4381911829900487,2.798735306800769
user_35507,2023-05-23,5.0,2.8326188806379236,3.4280676830000534,3.140318513453287,3.7579771294237885,2.435569642177231,3.0556735960585035
user_53870,2023-05-24,5.0,4.513358412808378,4.164831122253771,3.3313771058076624,3.820772543023553,2.3231682618978926,3.0470681920711016
user_20722,2023-05-25,4.898951929708436,4.128637361846666,3.2525226521640955,3.3463177339408277,3.2056151243140976,3.525518965055718,2.097506135503536
user_84949,2023-05-26,2.9460018472305842,5.0,3.079421284020314,2.9572525806629946,2.3744028354685085,2.4221220763079763,1.8016682580419436
user_13325,2023-05-27,4.375662053977792,3.4483478661968334,2.2481077778530865,4.056979368188991,2.7543401615809735,3.047927819263603,4.702537432724569
user_39573,2023-05-28,3.5754339400664676,2.7533637372003885,4.877443747981361,4.712514876759966,4.22187891116954,3.0990037140194215,2.3128125283195575
user_65550,2023-05-29,4.337915381665541,4.694454795144034,3.5801835908455537,3.9760109289973293,2.9122971483199347,3.249649705381391,3.2593699509375895
user_19757,2023-05-30,5.0,4.477221614650401,4.025716626962027,3.6827055969696763,3.4147341045451807,3.6866163441454973,1.4138869515814427
user_42765,2023-05-31,4.744120668699978,3.3932535835750834,3.8982095068206553,2.810847600720603,2.4394796131400898,1.9896296505061417,2.476309824076259
user_35805,2023-06-01,5.0,2.976200835996727,3.0460528536316005,4.01346021265956,3.569266436367228,1.4710725397916098,2.5982404928140457
user_31558,2023-06-02,4.773403136570831,5.0,2.8927480708414453,5.0,2.9338523506567373,2.5460421750173188,3.0782520559422664
user_53152,2023-06-03,3.4613392482648777,5.0,3.0957478992022116,3.295444300963926,4.137370171020611,4.441222726265749,1.0
user_50737,2023-06-04,2.4833223947418124,2.210034593035097,3.3214652489364855,3.299213136518507,3.9188461649654505,4.617739280069903,2.8329124904626646
user_18237,2023-06-05,4.619047009343673,3.8334215765947994,4.193284997611044,3.1511286952152022,2.90343524274008,4.46494170845271,1.7802068357056857
user_92050,2023-06-06,4.328858826919068,5.0,3.2634258691835107,3.208468612404464,3.1986687781218692,2.8456149057914484,2.9594765689559392
user_91958,2023-06-07,3.7184434084944944,3.8191499537777065,5.0,1.4037603570620925,2.8591070079674967,1.574307934412137,1.8709366425294698
user_22678,2023-06-08,3.1394982002788976,3.807510212778678,4.7217208287145205,3.92402830868457,2.1644534427639917,1.1255687186785273,2.015613843259535
user_13653,2023-06-09,3.9122054292218325,3.9737925378965056,4.546687639732567,2.923558258916309,2.6140460563622265,2.508769470760471,2.4810979116853855
user_72910,2023-06-10,4.344406812108179,3.3032824209854725,3.8042728780214796,2.3117895049665598,3.4585738621766557,2.841541095880512,1.8581364243174439
user_66616,2023-06-11,5.0,2.836179404617565,5.0,4.202551959786039,3.5602075985836654,4.040500320844767,2.319572442611716
user_13148,2023-06-12,4.650904865254384,5.0,3.7255954951031005,2.7343857719664513,3.418838322874111,3.6942443676339565,1.7452993851653478
user_87664,2023-06-13,5.0,2.7256504750018595,3.874990868676603,3.329064756892994,3.058613556833091,3.1819240631932963,1.233463638641018
user_92090,2023-06-14,3.6715167551636845,4.397817161687005,4.035979631799416,4.773153912950864,4.046453284576788,2.2881241832470867,3.514365641943488
user_53817,2023-06-15,5.0,4.90926359420612,4.461458432434675,2.4726273615803893,3.35083352364875,2.231376353404088,1.6631610457408574
user_42821,2023-06-16,4.537838994502982,3.0390189608790736,4.409526463202388,2.37392141232179,3.8626030624767576,3.2033021496571483,2.557055289913613
user_42394,2023-06-17,5.0,3.460585277923943,3.5198997772443175,3.8154449516498707,1.880979894237985,3.5576407830717813,3.302312865195028
user_24134,2023-06-18,4.150788109387565,5.0,3.473605024459237,4.519589891208295,1.0,3.313505009796468,2.208044717987166
user_72072,2023-06-19,5.0,4.626313376181632,4.411922365721668,2.3405266258144297,3.527030422270464,2.1723216323146763,2.0398672802035698
user_41242,2023-06-20,4.736179806676194,3.7061714344968903,4.472189267112986,3.926151789469742,2.1601874770228084,3.520534103033669,2.8809904709339373
user_54669,2023-06-21,3.9564440120658,5.0,3.5853191001417017,4.064799631969354,3.130038637829555,3.3407287736811293,3.5943470581817216
user_17134,2023-06-22,4.49038077686945,5.0,2.6302495442572367,1.9526716130461437,3.0583223671803155,2.1434668750478574,1.764547787930825
user_53724,2023-06-23,4.3083553128503205,4.4152421544125655,3.734147123193404,4.238801070325776,4.56992048193243,2.3725432237597954,2.579881734386049
user_78114,2023-06-24,4.891342680510235,3.4798718177010697,4.398820639060687,4.301284703873744,3.619997242354885,3.550796779649253,1.314004324026138
user_41030,2023-06-25,3.556178600500393,3.869241037222564,5.0,3.35057154139518,3.432687221438938,2.8123939718832873,2.3854391970542483
user_19556,2023-06-26,4.476518638307445,4.429109395164312,2.94163363012747,4.601877089838407,3.969592923706939,4.271317841309166,2.7273637476304606
user_88638,2023-06-27,4.8162458021194645,4.04912413668201,3.558742997735541,4.5091644594598765,3.594798069471231,3.400903420851661,2.0163002865959476
user_91207,2023-06-28,4.526418645754426,4.9511657425878814,3.5884771507796986,3.682494340573764,2.9338584056092536,2.6106950494485845,2.334406532939815
user_67478,2023-06-29,5.0,2.976180735912531,4.984644271545201,3.238843687740053,4.1571807442036475,2.9918355196872537,1.5734185853540401
user_22539,2023-06-30,5.0,3.004589176747009,3.8720467996330936,2.8217376859336345,2.4121998976893804,3.0507067141101745,2.761662889105195
user_91965,2023-07-01,4.494015362607403,4.344696889185946,3.1741387525021874,3.569949192507047,3.5585977500268497,2.417287749406632,3.54455539910652
user_68517,2023-07-02,4.6733512779981385,3.8067644689544764,4.346956226337455,4.055807135763343,2.061944164690951,2.2699294414578985,1.822284904183629
user_85882,2023-07-03,4.7365324411856,3.6983611082418073,3.576289183967243,3.340658511167487,3.463155086012796,3.5611119150475994,2.201862586758094
user_26361,2023-07-04,4.82263968333346,2.7855546246604823,2.920490181313636,1.841999195790376,3.4543917134183433,3.6762186376336765,3.1020369971633457
user_21211,2023-07-05,3.0394736034683136,4.215636675838546,3.1857813541790794,4.614971115661256,4.64116396953173,3.483025175642367,3.669672575458189
